,SIDateTime,ElectricActivity,NLS,ltgAll,VASR_AB,OverallABmedInfra,OverallABmedSeis,maxseisDur,maxinfraDur,CRF_yn,CRF_yn2,start_ElectricActivity,Factor_ltgAll
957,6/5/15 13:18:02,0.001331744,2,0,2.884472754,242689.633,86490.72487,18.13,10.49,n,n,0.001355994,0
960,6/5/15 13:29:50,0,1,0,6.3361153,178175.4051,32816.67358,27.5,10.92,n,n,2.43E-05,0
1113,6/5/15 22:56:57,0,1,0,3.896541272,2173865.891,524581.0626,30.67,22.4,n,n,2.43E-05,0
1128,6/6/15 00:03:15,4.85E-05,2,0,8.573636551,13165101.11,1964177.41,31.16,23.39,n,n,7.28E-05,0
1138,6/6/15 00:55:03,4.98005,16,2,13.72732006,31455611.59,2792521.594,91.28,84.23,n,n,4.98007425,1
1140,6/6/15 01:09:54,5.226127,68,3,55.93621184,116277356.8,2334895.422,42.14,32.61,n,n,5.22615125,1
1147,6/6/15 02:04:55,131.5884,8,0,3.406847318,230394.9112,98962.30078,30.94,18.84,n,n,131.5884243,0
1161,6/6/15 03:11:17,6.6166895,2,0,2.111505804,310863.3316,151052.5785,109.77,90.77,n,n,6.61671375,0
1185,6/6/15 05:08:17,18.173737,15,2,2.898905302,431844.3563,152517.1971,51.66,43.26,n,n,18.17376125,1
1203,6/6/15 06:22:18,23.764285,12,1,2.615193886,295108.2895,146581.9524,46.73,40.36,n,n,23.76430925,1
1204,6/6/15 06:25:59,13.091844,36,3,4.308867041,694646.513,194784.9957,59.05,49.07,n,n,13.09186825,1
1207,6/6/15 06:35:57,3.3437022,2,0,2.349148204,460898.9186,202595.1384,40.28,28.37,n,n,3.34372645,0
1212,6/6/15 07:21:55,4.9839985,6,1,1.790663199,91147.98997,51986.00569,30.63,14.81,n,n,4.98402275,1
1213,6/6/15 07:29:27,10.207769,10,0,4.243473282,421876.9252,135252.5786,63.74,47.97,n,n,10.20779325,0
1216,6/6/15 07:51:08,4.578463,5,0,1.709125027,977241.8133,581967.1675,23.64,8.73,n,n,4.57848725,0
1217,6/6/15 07:52:26,14.904327,8,0,1.648773187,348318.4325,211259.1563,25.72,14.74,n,n,14.90435125,0
1218,6/6/15 08:03:59,7.0110327,7,0,3.69081803,3292949.658,892200.4907,51.79,38.39,n,n,7.01105695,0
1220,6/6/15 08:19:21,13.785809,12,0,2.5381473,433741.6456,175843.9349,22.72,8.01,n,n,13.78583325,0
1221,6/6/15 08:21:03,54.774855,16,1,3.186821515,1309386.736,410875.4537,32.01,22.22,n,n,54.77487925,1
1222,6/6/15 08:27:18,28.917622,16,1,0.695079108,202387.9576,315428.7918,37.83,22.2,n,n,28.91764625,1
1223,6/6/15 08:34:42,0.00014374,2,0,0.085647361,294687.0906,2812465.762,104.75,90.24,n,n,0.00016799,0
1224,6/6/15 08:36:40,0.003327899,2,0,3.983644732,264443.7035,66382.35116,63.85,47.85,n,n,0.003352149,0
1226,6/6/15 08:47:24,5.542846,5,0,1.906330227,401049.887,228713.6467,73.08,58.75,n,n,5.54287025,0
1227,6/6/15 08:52:16,18.109887,42,6,11.39290917,3105773.294,272605.8155,77.14,60.13,n,n,18.10991125,1
1230,6/6/15 08:59:45,4.4250729,8,1,2.947979371,506084.9553,181324.5051,53.17,42.96,n,n,4.42509715,1
1231,6/6/15 09:02:24,0.001080992,6,1,1.044187918,121260.6799,117945.8425,38.38,26.01,n,n,0.001105242,1
1232,6/6/15 09:06:43,44.94713,40,3,4.698857193,1944249.082,413770.626,96.67,84.03,n,n,44.94715425,1
1234,6/6/15 09:26:35,59.779351,23,2,2.934386992,424940.1593,177451.919,96,90.39,n,n,59.77937525,1
1235,6/6/15 09:36:44,19.238139,73,6,0.332605843,558120.7741,1873126.889,58.31,45.27,n,n,19.23816325,1
1237,6/6/15 09:43:42,0.00182071,4,0,2.144431884,457373.1098,236109.3722,77.46,65.82,n,n,0.00184496,0
1239,6/6/15 09:52:47,36.441025,44,1,1.301196113,533779.9514,414997.2378,102.78,90.11,n,n,36.44104925,1
1240,6/6/15 09:54:48,0.000181261,4,1,3.220306285,417248.8427,136900.0918,62.26,52.37,n,n,0.000205511,1
1242,6/6/15 10:02:16,10.389689,18,2,1.212494597,161571.9496,155822.0289,47.67,36.23,n,n,10.38971325,1
1243,6/6/15 10:05:25,0,1,0,1.575712749,130674.3063,85058.08322,43.95,32.12,n,n,2.43E-05,0
1245,6/6/15 10:11:10,4.9835829,8,1,2.49672587,149282.7827,76820.18959,46.68,40.33,n,n,4.98360715,1
1246,6/6/15 10:12:20,0,1,0,1.654285708,1051307.079,738070.6838,53.97,45.08,n,n,2.43E-05,0
1247,6/6/15 10:13:22,0.005491822,10,1,1.818052879,640146.6582,460942.1045,34.44,27.74,n,n,0.005516072,1
1249,6/6/15 10:21:16,3.4028071,3,0,11.25901869,371765.4806,35306.70589,33.12,24.76,n,n,3.40283135,0
1251,6/6/15 10:22:58,1.0902621,4,0,8.561562138,2076077.51,244807.2655,46.37,36.45,n,n,1.09028635,0
1252,6/6/15 10:27:37,3.7979552,15,2,5.339150987,622808.4796,145211.1682,98.68,88.76,n,n,3.79797945,1
1254,6/6/15 10:34:24,7.3436235,6,1,4.91921635,648386.9259,140551.4995,59.37,50.58,n,n,7.34364775,1
1255,6/6/15 10:43:24,0.003410063,5,1,6.313490943,4515317.156,822827.1344,98.45,90.4,n,n,0.003434313,1
1258,6/6/15 10:54:07,0.002554896,6,1,5.120165528,382032.4548,77657.72128,46.91,37.99,n,n,0.002579146,1
1260,6/6/15 11:01:16,10.256142,25,2,8.134663486,3381129.638,415644.6845,51.41,39.97,n,n,10.25616625,1
1262,6/6/15 11:15:22,3.282511,4,0,3.876101968,2461041.964,658361.4947,48.07,38.82,n,n,3.28253525,0
1266,6/6/15 11:27:36,0.000415444,3,1,3.85762609,2016304.561,610309.8559,55.78,47.07,n,n,0.000439694,1
1267,6/6/15 11:35:11,0.002693966,6,1,3.881530742,1103474.414,315587.8496,67.91,59.86,n,n,0.002718216,1
1270,6/6/15 11:53:25,3.7615739,7,1,5.439121509,6782054.706,1388616.15,65.01,56.17,n,n,3.76159815,1
1285,6/6/15 13:49:04,13.514548,62,5,3.720858028,4905258.872,1347055.092,85.18,75.24,n,n,13.51457225,1
1287,6/6/15 13:56:05,0,1,0,3.18348728,211742.6832,84273.4269,48.46,42.54,n,n,2.43E-05,0
1292,6/6/15 14:31:37,0,1,0,1.84287344,251660.7279,157255.3514,102.98,90.41,n,n,2.43E-05,0
1294,6/6/15 14:43:55,9.1249118,15,1,8.094457325,4745769.035,590054.0117,84.12,71.19,n,n,9.12493605,1
1295,6/6/15 14:51:41,12.754485,23,2,2.324479599,240972.0997,117200.4127,52.23,45.8,n,n,12.75450925,1
1296,6/6/15 14:56:43,4.4433729,6,1,3.824545711,992107.0069,289305.8971,64.23,54.06,n,n,4.44339715,1
1299,6/6/15 15:17:20,6.2820234,28,2,8.337787044,982433.5671,143298.819,77.98,65.75,n,n,6.28204765,1
1302,6/6/15 15:28:24,9.8045067,23,2,1.048878433,430602.9054,472324.3591,51.8,41.19,n,n,9.80453095,1
1303,6/6/15 15:32:33,0,1,0,1.134068991,244637.5437,224895.8836,56.45,45.84,n,n,2.43E-05,0
1304,6/6/15 15:39:13,12.428061,15,2,0.712499472,1079151.452,1680353.432,71.82,60.08,n,n,12.42808525,1
1309,6/6/15 16:03:57,5.0311762,2,0,2.295370226,529761.0642,302025.2865,57.68,47.52,n,n,5.03120045,0
1311,6/6/15 16:12:05,13.979668,36,3,2.49940041,278733.0331,132129.2184,58.73,50.08,n,n,13.97969225,1
1318,6/6/15 16:38:19,4.27755,12,1,8.551934381,587925.168,80121.56371,67.16,59.85,n,n,4.27757425,1
1319,6/6/15 16:39:56,0,1,0,2.16279941,628425.9688,453917.3189,50.11,42.71,n,n,2.43E-05,0
1320,6/6/15 16:45:36,9.9527998,38,1,17.18597934,5069484.594,326522.1882,49.5,41.37,n,n,9.95282405,1
1323,6/6/15 16:51:18,0.000159412,2,0,2.288473962,438911.0862,237884.6345,38.88,31.73,n,n,0.000183662,0
1327,6/6/15 17:02:13,0.000221602,2,0,11.33567151,4378889.582,491474.9081,41.28,33.21,n,n,0.000245852,0
1328,6/6/15 17:03:06,0,1,0,12.58411598,3662290.655,451440.9442,34.59,26.06,n,n,2.43E-05,0
1329,6/6/15 17:13:48,27.932763,91,4,13.02920872,7820667.219,745637.8608,64.38,55.05,n,n,27.93278725,1
1330,6/6/15 17:16:17,7.0020559,2,0,11.27929295,3196751.692,309296.2878,33.28,24.02,n,n,7.00208015,0
1351,6/6/15 18:21:33,0,1,0,29.48076609,559296.3139,18971.56648,21.76,15.56,n,n,2.43E-05,0
1385,6/6/15 20:39:07,0.000555187,4,1,4.614628056,390525.2202,91519.99831,104.31,90.52,n,n,0.000579437,1
1387,6/6/15 20:48:21,15.113989,14,1,3.297844048,108058.0765,43607.69956,42.72,31.23,n,n,15.11401325,1
1389,6/6/15 20:53:11,2.3736847,14,2,2.943316305,143986.063,50818.86571,63.05,40.94,n,n,2.37370895,1
1394,6/6/15 21:53:56,3.933858,3,0,1.313430056,66633.02307,66413.05118,70.15,65.69,n,n,3.93388225,0
1395,6/6/15 22:06:41,3.8578216,3,0,1.844325225,34465.28941,26879.54199,42.32,36.51,n,n,3.85784585,0
1397,6/6/15 23:46:33,4.4450015,31,2,18.2575378,813859.8315,53792.68804,28.8,22.42,n,n,4.44502575,1
1399,6/7/15 00:01:20,15.352449,44,2,7.241741233,2202074.242,304080.7688,68.96,55.71,n,n,15.35247325,1
1401,6/7/15 00:08:10,0.001539036,3,0,1.788907546,49561.93976,29980.76361,24.55,21.78,n,n,0.001563286,0
1403,6/7/15 00:21:37,0.001065728,6,1,3.685821009,474837.2414,149497.8493,33.88,27.17,n,n,0.001089978,1
1404,6/7/15 00:27:28,63.407867,4,0,7.349212346,325733.7165,47276.31683,32.91,24.52,n,n,63.40789125,0
1405,6/7/15 00:42:38,6.5556931,7,0,4.66747872,611722.7458,151285.323,51.74,44.88,n,n,6.55571735,0
1410,6/7/15 01:13:52,0.007722856,22,1,6.633976236,341895.7847,58780.24098,36.17,30.44,n,n,0.007747106,1
1412,6/7/15 01:37:52,14.93781,34,5,3.398083473,314053.5082,121391.4033,37.17,31.01,n,n,14.93783425,1
1413,6/7/15 01:40:45,17.91462,15,1,9.216636885,947929.1688,130218.8553,43.78,34.07,n,n,17.91464425,1
1414,6/7/15 01:44:26,0.00025407,2,0,1.870536286,145087.3568,96277.11313,83.57,76.74,n,n,0.00027832,0
1415,6/7/15 01:47:32,19.510803,19,2,6.571889921,891186.7208,179596.4749,34.24,27.21,n,n,19.51082725,1
1418,6/7/15 02:01:08,7.8353624,7,1,8.151982656,428593.1599,55672.23611,31.85,24.82,n,n,7.83538665,1
1419,6/7/15 02:02:57,36.031158,21,2,3.92828358,1387705.432,380575.8108,65.26,52.56,n,n,36.03118225,1
1420,6/7/15 02:07:18,1.9006234,8,1,2.036930014,75901.03565,38993.85062,24.42,19.62,n,n,1.90064765,1
1421,6/7/15 02:13:38,0,1,0,5.384174192,138121.2129,31596.13552,20.55,7.99,n,n,2.43E-05,0
1423,6/7/15 02:19:10,0,1,0,2.278645281,91774.00895,48727.7632,45.54,32.9,n,n,2.43E-05,0
1427,6/7/15 03:15:48,15.220589,35,2,5.890964618,578236.8106,117847.4445,51.23,41.91,n,n,15.22061325,1
1428,6/7/15 03:23:33,13.840329,31,3,3.004565918,312708.8283,115774.2543,73.81,68.47,n,n,13.84035325,1
1431,6/7/15 03:38:12,5.9212362,30,2,10.19339514,1334694.76,130937.2139,31.73,24.7,n,n,5.92126045,1
1433,6/7/15 03:57:17,5.1661872,16,2,7.441717164,1508105.335,231157.4086,58.73,48.38,n,n,5.16621145,1
1435,6/7/15 04:02:14,27.809585,13,1,3.065917722,480083.3536,187837.5594,27.92,21.7,n,n,27.80960925,1
1436,6/7/15 04:13:38,1.1111013,16,1,5.727766664,541357.805,123039.1035,42.04,36.79,n,n,1.11112555,1
1439,6/7/15 04:40:21,47.244681,7,0,2.203344797,151409.5633,78837.04466,55.87,42.9,n,n,47.24470525,0
1440,6/7/15 04:57:51,28.777748,41,2,95.66012806,1160628980,12132839.5,87.67,79.06,n,n,28.77777225,1
1441,6/7/15 05:24:10,0.003187633,4,0,2.714506879,225979.8105,88802.92529,23.34,10.12,n,n,0.003211883,0
1442,6/7/15 05:26:20,13.118745,23,3,3.436260264,142223.0637,51028.56218,31.24,24.21,n,n,13.11876925,1
1443,6/7/15 05:36:15,2.8205864,11,1,1.960938736,246982.221,139135.9906,50.35,41.74,n,n,2.82061065,1
1447,6/7/15 05:53:27,40.46747,19,2,3.75784742,533378.0192,195539.2089,96.39,90.1,n,n,40.46749425,1
1448,6/7/15 06:02:43,0.000419504,2,0,4.994967895,217180.4063,53782.93426,44.4,36.9,n,n,0.000443754,0
1450,6/7/15 06:11:15,56.929671,45,5,3.101902819,55811.20524,18645.78176,21.88,8.36,n,n,56.92969525,1
1451,6/7/15 06:21:56,0.0012458,3,0,4.103753332,158320.7391,38579.49694,38.28,30.98,n,n,0.00127005,0
1452,6/7/15 06:28:11,0,1,0,7.15447423,300908.7853,45537.33439,26.78,18.73,n,n,2.43E-05,0
1453,6/7/15 06:55:20,3.1874875,7,2,3.42331528,381196.4808,111353.0159,75.92,68.42,n,n,3.18751175,1
1454,6/7/15 06:56:40,37.691496,11,4,6.43545915,386852.2997,70110.65937,28.34,23.2,n,n,37.69152025,1
1456,6/7/15 07:05:05,6.5715301,30,2,4.057109859,609314.3147,160696.605,62.05,58.55,n,n,6.57155435,1
1460,6/7/15 08:19:46,4.9597199,21,2,2.713784939,1243201.894,560417.3142,101.1,90.17,n,n,4.95974415,1
1461,6/7/15 08:19:46,108.7715,128,6,2.713784939,1243201.894,560417.3142,101.1,90.17,n,n,108.7715243,1
1462,6/7/15 08:25:00,14.788353,7,0,3.255350257,260471.9702,133119.9672,33.45,11.26,n,n,14.78837725,0
1467,6/7/15 09:44:38,3.5878555,8,1,2.429077458,330206.4889,135939.0528,46.06,29.3,n,n,3.58787975,1
1468,6/7/15 09:51:00,8.5808123,33,3,2.284073666,194396.8335,93238.53571,37.42,22.28,n,n,8.58083655,1
1471,6/7/15 10:07:59,8.2509275,10,2,4.791891621,1025479.199,273650.8083,48.73,42.44,n,n,8.25095175,1
1475,6/7/15 11:53:33,20.556199,108,10,5.02739007,3212807.58,450994.4705,36.79,28.2,n,n,20.55622325,1
1476,6/7/15 12:00:00,48.096908,13,1,1.13225414,56911.19328,30896.02966,22.61,17.2,n,n,48.09693225,1
1478,6/7/15 12:11:23,8.4944231,3,0,3.39633841,1061528.601,342402.0888,84.73,70.82,n,n,8.49444735,0
1479,6/7/15 12:12:17,0,1,0,5.244841201,506127.0091,107483.4554,21.94,6.31,n,n,2.43E-05,0
1481,6/7/15 12:38:41,11.816002,72,3,1.903296351,430325.457,360795.1549,34.66,27.76,n,n,11.81602625,1
1484,6/7/15 13:00:14,0,1,0,0.516328693,26237.05685,50814.64034,21.98,14,n,n,2.43E-05,0
1487,6/7/15 13:04:48,13.92644,18,2,1.298262981,45431.30056,47832.96293,19.6,12.37,n,n,13.92646425,1
1488,6/7/15 13:20:54,22.298489,19,2,1.699090993,20105.60817,11833.15564,9.37,2.27,n,n,22.29851325,1
1489,6/7/15 13:22:46,0.002456033,6,1,6.538902304,407006.1925,66105.22144,22.76,16.54,n,n,0.002480283,1
1490,6/7/15 13:25:21,143.17196,681,31,0.797932589,30963.93901,58724.72194,18.23,12.41,n,n,143.1719843,1
1493,6/7/15 13:48:37,40.009938,149,6,2.578850353,250965.8479,99219.57951,42.08,34.51,n,n,40.00996225,1
1495,6/7/15 14:17:08,75.925549,47,3,0.490325166,226530.5296,462000.6176,25.11,20.11,n,n,75.92557325,1
1498,6/7/15 14:23:17,86.054273,18,2,1.169989006,35614.53021,42132.55343,12.16,4.86,n,n,86.05429725,1
1499,6/7/15 14:29:54,14.219757,26,1,0.808577062,139499.7818,184679.6462,47.53,40.36,n,n,14.21978125,1
1501,6/7/15 14:37:33,32.479657,12,2,1.123169647,653272.5997,760928.5299,84.84,78.7,n,n,32.47968125,1
1502,6/7/15 14:38:58,0.001042897,5,1,1.603833915,23721.99875,17696.83522,8.81,3.74,n,n,0.001067147,1
1505,6/7/15 15:20:03,0,1,0,0.449351132,29947.43856,114854.6214,32.9,25.12,n,n,2.43E-05,0
1506,6/7/15 15:26:11,0.002362993,11,1,0.857078222,68728.64045,113510.1593,42.55,36.6,n,n,0.002387243,1
1508,6/7/15 15:55:10,90.068968,411,23,1.042802007,36991.38761,38072.10389,15.75,7.84,n,n,90.06899225,1
1509,6/7/15 15:58:24,56.81643,298,11,0.760124243,78146.42573,114809.032,37.1,30.81,n,n,56.81645425,1
1511,6/7/15 16:13:54,12.075605,24,2,1.273991604,70546.03103,73472.20963,17.7,13.04,n,n,12.07562925,1
1512,6/7/15 16:24:32,2.0205972,2,0,0.852893677,157205.675,204519.3037,43.76,37.6,n,n,2.02062145,0
1517,6/7/15 16:36:35,33.174713,58,2,2.034662784,23247.55353,29226.16788,10.58,3.05,n,n,33.17473725,1
1518,6/7/15 16:42:15,30.972705,68,2,0.995897178,230616.409,321266.6271,56.36,51.43,n,n,30.97272925,1
1519,6/7/15 16:46:34,0.00256987,7,1,0.651879608,7065.40241,15109.16112,12.17,5.95,n,n,0.00259412,1
1520,6/7/15 17:12:06,45.526444,70,6,28.40054481,6315.974185,222.389191,1.26,8.86,n,n,45.52646825,1
1524,6/7/15 18:44:02,9.4516501,82,4,8.070432985,4010701.273,516450.2612,64.18,50,n,n,9.45167435,1
1526,6/7/15 19:00:17,9.2114671,3,0,4.373834226,342397.2053,106674.2496,66.48,56.27,n,n,9.21149135,0
1528,6/7/15 19:13:21,36.535354,259,14,4.47904966,324308.2019,112487.7673,43.08,35.94,n,n,36.53537825,1
1531,6/7/15 20:23:06,4.0780581,10,1,0.23826594,3942.462113,26171.68525,5.81,6.27,n,n,4.07808235,1
1534,6/7/15 20:45:34,29.498,73,4,0.974670045,172087.8678,176560.1279,49.13,32.09,n,n,29.49802425,1
1537,6/7/15 21:12:45,32.965545,104,2,0.47292581,64126.08871,180476.3238,52.23,44.86,n,n,32.96556925,1
1538,6/7/15 21:14:26,53.958877,240,9,0.58472997,33005.56529,95969.15344,20.43,3.39,n,n,53.95890125,1
1539,6/7/15 21:37:58,19.752575,18,2,0.68113165,195260.3912,339623.2323,62.42,39.5,n,n,19.75259925,1
1540,6/7/15 21:45:29,83.793571,105,7,1.364450569,814852.7477,690876.6541,71.59,60.3,n,n,83.79359525,1
1543,6/7/15 22:14:30,24.002456,122,8,1.271924232,361175.286,321933.0544,50.49,40.11,n,n,24.00248025,1
1544,6/7/15 22:18:55,3.2044431,5,1,0.282429396,34064.17956,126462.013,29.94,21.63,n,n,3.20446735,1
1545,6/7/15 22:19:52,4.3834833,6,1,1.048493689,204179.3279,194735.8673,20.5,15.29,n,n,4.38350755,1
1546,6/7/15 22:26:04,49.315911,7,1,3.211958371,285777.7127,123019.6989,29.14,23.12,n,n,49.31593525,1
1547,6/7/15 22:32:32,22.102703,142,10,1.315416083,808311.2509,614490.9292,54.87,47.71,n,n,22.10272725,1
1548,6/7/15 22:35:48,76.180775,36,3,1.45753822,139335.8325,151811.2249,41.58,34.96,n,n,76.18079925,1
1552,6/7/15 22:58:01,25.510914,76,6,0.876261154,474741.0461,541780.3176,48.04,42.02,n,n,25.51093825,1
1556,6/7/15 23:28:49,62.337797,5,0,4.152110964,212825.3288,72138.27846,13.8,4.77,n,n,62.33782125,0
1557,6/7/15 23:32:18,9.7040476,14,1,1.299430295,124745.9895,106414.2248,24.84,18.48,n,n,9.70407185,1
