"","SIDateTime","ElectricActivity","NLS","ltgAll","VASR_AB","OverallABmedInfra","OverallABmedSeis","maxseisDur","maxinfraDur","CRF_yn","CRF_yn2","start_ElectricActivity","Factor_ltgAll"
"1490","07-Jun-2015 13:25:21",143.17196,681,31,0.797932588590953,30963.939009,58724.721944,18.23,12.41,"n","n",143.17198425,"1"
"1493","07-Jun-2015 13:48:37",40.009938,149,6,2.57885035313228,250965.847905,99219.579506,42.08,34.51,"n","n",40.00996225,"1"
"1495","07-Jun-2015 14:17:08",75.925549,47,3,0.490325166171603,226530.529576,462000.617559,25.11,20.11,"n","n",75.92557325,"1"
"1498","07-Jun-2015 14:23:17",86.054273,18,2,1.16998900622501,35614.530209,42132.553426,12.16,4.86,"n","n",86.05429725,"1"
"1499","07-Jun-2015 14:29:54",14.219757,26,1,0.808577061719403,139499.781769,184679.646235,47.53,40.36,"n","n",14.21978125,"1"
"1501","07-Jun-2015 14:37:33",32.479657,12,2,1.12316964660926,653272.599738,760928.529928,84.84,78.7,"n","n",32.47968125,"1"
"1502","07-Jun-2015 14:38:58",0.001042897,5,1,1.603833914834,23721.998746,17696.835221,8.81,3.74,"n","n",0.001067147,"1"
"1505","07-Jun-2015 15:20:03",0,1,0,0.449351131580621,29947.438564,114854.621407,32.9,25.12,"n","n",2.425e-05,"0"
"1506","07-Jun-2015 15:26:11",0.002362993,11,1,0.857078222439576,68728.640454,113510.159344,42.55,36.6,"n","n",0.002387243,"1"
"1508","07-Jun-2015 15:55:10",90.068968,411,23,1.04280200679171,36991.387607,38072.103888,15.75,7.84,"n","n",90.06899225,"1"
"1509","07-Jun-2015 15:58:24",56.81643,298,11,0.7601242425136,78146.425727,114809.031991,37.1,30.81,"n","n",56.81645425,"1"
"1511","07-Jun-2015 16:13:54",12.075605,24,2,1.27399160368183,70546.031027,73472.209628,17.7,13.04,"n","n",12.07562925,"1"
"1512","07-Jun-2015 16:24:32",2.0205972,2,0,0.852893676776437,157205.674996,204519.303681,43.76,37.6,"n","n",2.02062145,"0"
"1517","07-Jun-2015 16:36:35",33.174713,58,2,2.03466278432669,23247.553531,29226.167881,10.58,3.05,"n","n",33.17473725,"1"
"1518","07-Jun-2015 16:42:15",30.972705,68,2,0.995897177966913,230616.408976,321266.627083,56.36,51.43,"n","n",30.97272925,"1"
"1519","07-Jun-2015 16:46:34",0.00256987,7,1,0.651879607557852,7065.40241,15109.161115,12.17,5.95,"n","n",0.00259412,"1"
"1520","07-Jun-2015 17:12:06",45.526444,70,6,28.4005448133493,6315.974185,222.389191,1.26,8.86,"n","n",45.52646825,"1"
"1524","07-Jun-2015 18:44:02",9.4516501,82,4,8.07043298476562,4010701.272689,516450.261234,64.18,50,"n","n",9.45167435,"1"
"1526","07-Jun-2015 19:00:17",9.2114671,3,0,4.37383422586678,342397.205294,106674.249648,66.48,56.27,"n","n",9.21149135,"0"
"1528","07-Jun-2015 19:13:21",36.535354,259,14,4.47904966010759,324308.201935,112487.767307,43.08,35.94,"n","n",36.53537825,"1"
"1531","07-Jun-2015 20:23:06",4.0780581,10,1,0.238265940379509,3942.462113,26171.685247,5.81,6.27,"n","n",4.07808235,"1"
"1534","07-Jun-2015 20:45:34",29.498,73,4,0.974670044716568,172087.867773,176560.127918,49.13,32.09,"n","n",29.49802425,"1"
"1537","07-Jun-2015 21:12:45",32.965545,104,2,0.472925809578218,64126.088709,180476.323848,52.23,44.86,"n","n",32.96556925,"1"
"1538","07-Jun-2015 21:14:26",53.958877,240,9,0.584729969541624,33005.565288,95969.153443,20.43,3.39,"n","n",53.95890125,"1"
"1539","07-Jun-2015 21:37:58",19.752575,18,2,0.681131650105789,195260.391214,339623.232324,62.42,39.5,"n","n",19.75259925,"1"
"1540","07-Jun-2015 21:45:29",83.793571,105,7,1.36445056926372,814852.747686,690876.654121,71.59,60.3,"n","n",83.79359525,"1"
"1543","07-Jun-2015 22:14:30",24.002456,122,8,1.27192423222344,361175.286023,321933.054364,50.49,40.11,"n","n",24.00248025,"1"
"1544","07-Jun-2015 22:18:55",3.2044431,5,1,0.28242939642933,34064.179559,126462.013025,29.94,21.63,"n","n",3.20446735,"1"
"1545","07-Jun-2015 22:19:52",4.3834833,6,1,1.04849368886205,204179.327878,194735.867318,20.5,15.29,"n","n",4.38350755,"1"
"1546","07-Jun-2015 22:26:04",49.315911,7,1,3.21195837138612,285777.712723,123019.698865,29.14,23.12,"n","n",49.31593525,"1"
"1547","07-Jun-2015 22:32:32",22.102703,142,10,1.3154160825478,808311.250856,614490.929205,54.87,47.71,"n","n",22.10272725,"1"
"1548","07-Jun-2015 22:35:48",76.180775,36,3,1.45753821966831,139335.832465,151811.224926,41.58,34.96,"n","n",76.18079925,"1"
"1552","07-Jun-2015 22:58:01",25.510914,76,6,0.876261153636741,474741.046131,541780.317615,48.04,42.02,"n","n",25.51093825,"1"
"1556","07-Jun-2015 23:28:49",62.337797,5,0,4.15211096354622,212825.328777,72138.278458,13.8,4.77,"n","n",62.33782125,"0"
"1557","07-Jun-2015 23:32:18",9.7040476,14,1,1.2994302953158,124745.989461,106414.224816,24.84,18.48,"n","n",9.70407185,"1"
